Ticker,CASY,ORLY,TLT,SHY,LMT,DE,MO,GLD,MS,XOM,EME
CASY,0.09495228517978017,0.029380557865512278,-0.006912374465296224,-0.0005360569087014894,0.018861372323518342,0.03061254689976599,0.019625736704370695,-0.000447396095384094,0.05018555480704764,0.02527090925109172,0.04005138405486709
ORLY,0.029380557865512278,0.07685766198515814,-0.006497578583299607,-0.0004642972331450364,0.020658031198675653,0.02971721144951369,0.017089766673363923,-0.00030042490048860267,0.04550116440231357,0.02075605857258739,0.03732357361729266
TLT,-0.006912374465296224,-0.006497578583299607,0.022941615359970597,0.0012272904802390328,-0.006572168428482979,-0.011479307253160823,-0.0046938806658671705,0.00412381134346635,-0.019507007673610324,-0.011012472677090485,-0.012721648506662854
SHY,-0.0005360569087014894,-0.00046429723314503633,0.0012272904802390328,0.0016576192618795794,-0.0004576763452491684,-0.0008730142608745472,-0.0003311469090993157,0.0005594598428377821,-0.0017234048602063645,-0.0008349604670397003,-0.001077890810369859
LMT,0.018861372323518342,0.020658031198675653,-0.006572168428482979,-0.0004576763452491684,0.054297534306422875,0.02882798565927525,0.016272156619242736,0.001697939980982872,0.038674729632548095,0.024474327530065773,0.03164306958714891
DE,0.03061254689976599,0.02971721144951369,-0.011479307253160823,-0.0008730142608745472,0.02882798565927525,0.10643048460503114,0.021703116665886653,0.006119248914396733,0.07480709087172795,0.042304175721435744,0.062249574760516964
MO,0.019625736704370695,0.017089766673363923,-0.0046938806658671705,-0.0003311469090993157,0.016272156619242736,0.021703116665886653,0.04608217813854471,0.00018163353424022164,0.032998283405277766,0.02245821706663354,0.023724123081500206
GLD,-0.000447396095384094,-0.00030042490048860267,0.00412381134346635,0.0005594598428377821,0.001697939980982872,0.006119248914396733,0.00018163353424022164,0.03459415467177903,-0.0017398509845105025,0.005604132557246781,0.003763527212893098
MS,0.05018555480704764,0.04550116440231357,-0.019507007673610324,-0.0017234048602063647,0.038674729632548095,0.07480709087172795,0.032998283405277766,-0.0017398509845105027,0.22138267142224302,0.05947352858606767,0.09042324178774766
XOM,0.02527090925109172,0.02075605857258739,-0.011012472677090485,-0.0008349604670397003,0.024474327530065773,0.042304175721435744,0.02245821706663354,0.005604132557246781,0.05947352858606767,0.07195489172164107,0.04287106286632243
EME,0.04005138405486709,0.03732357361729266,-0.012721648506662854,-0.001077890810369859,0.03164306958714891,0.062249574760516964,0.023724123081500206,0.003763527212893098,0.09042324178774766,0.04287106286632243,0.13100916993924885
