Date,Equity Market Beta,TIPS Duration Beta,Credit Market Beta
2018-09-21,-0.3114749485395177,-1.892765791624971,-1.4780241407899295
2018-09-24,-0.10452601586805646,-2.080915477130902,-1.2686138781871892
2018-09-25,-0.46160401250962785,-2.244565563998369,-1.819984326972965
2018-09-26,-0.8621493687307854,-1.850171863933713,-1.2436879014475235
2018-09-27,-0.8058323150301915,-1.5685119852908738,-0.8369147166765787
2018-09-28,-1.6086283638275904,-1.6818718110272426,-1.1197270820683145
2018-10-01,-1.2707589378723032,-2.1182187370878536,-0.5682951906435978
2018-10-02,-1.2295865297383846,-1.7891863252484055,-0.7348578848093431
2018-10-03,-1.669711112212379,-2.2450590571935427,-1.6546631699622887
2018-10-04,-1.2129510288248853,-2.352342273987021,-1.5061958733427205
2018-10-05,-1.0792503825569686,-2.7978967839882913,-2.3238261920863574
2018-10-08,-0.6735804516489989,-2.4398933610471008,-2.4481454752803207
2018-10-09,-0.13099649662193313,-2.1055121134763954,-1.6519102058292188
2018-10-10,-0.5443270726016545,-1.7562643802569808,-1.7145818120746525
2018-10-11,-1.0079663065254532,-1.605564093617689,-1.196934568861862
2018-10-12,-0.8381884480174951,-1.687163131964511,-0.7371701500274149
2018-10-15,-1.6347687947757537,-1.4438112805564127,-1.5432135744621789
2018-10-16,-0.43153268893146407,-1.5189115478040267,-0.7467725405968053
2018-10-17,-0.5291505912346838,-1.5214687887887834,-0.8961771676205734
2018-10-18,-0.8213410381560325,-1.4058050923591892,-0.8943580148955373
2018-10-19,-1.2502373676648009,-1.690710432591018,-0.9684858644007995
2018-10-22,-1.6445684681407773,-1.7965747474795897,-1.1514045803045418
2018-10-23,-1.1369949073345857,-1.646282480705951,-0.48505861151273544
2018-10-24,-2.143196158791405,-1.0944294349798673,-0.9136715253817174
2018-10-25,-0.9213005457925246,-1.845060094913875,-0.5668234673464445
2018-10-26,-1.4220026912307744,-1.2764927849696388,-1.0720961700310787
2018-10-29,-1.7512877935509292,-1.3137741703472121,-1.4586118910067616
2018-10-30,-0.9263900386247041,-1.3175162543697139,-1.1168748053627846
2018-10-31,-0.8835186894782174,-1.8406016514930814,-1.6227926190736113
2018-11-01,-0.2761301765115451,-1.4425495749343786,0.0651978308669889
2018-11-02,-1.430314756750163,-1.5936010096040292,-0.6190853394976384
2018-11-05,-0.9794183964443425,-1.0290270474248642,0.4054535265307849
2018-11-06,-0.9186177085143546,-1.046560927067707,1.1554608386670902
2018-11-07,-0.7638582913974223,-1.3850329536538248,0.9371585977826471
2018-11-08,-0.5695782892413201,-1.633412024132102,0.5477682161022628
2018-11-09,0.20638023897917226,-1.5737811056190074,-0.6558270751700682
2018-11-12,-0.6396837997371516,-0.9491969758057567,-1.9760055552283946
2018-11-13,0.2826305906389216,-1.184782344064402,-1.221493759658053
2018-11-14,-0.21055359106762248,-1.0811033829487733,-1.3132684566230939
2018-11-15,0.6209897973496367,-0.7257275182461421,-0.5100191396386652
2018-11-16,0.961643786892713,-0.24248108818783548,-0.7802355722385526
2018-11-19,0.5861786029335898,-0.13240543616241876,-1.0437422906684148
